job_ID,job_type,container_number,QC_name,QC_job_sequence,yard_name,alt_yard_names,assigned_yard_name,assigned_HT_name,yard_status,QC_status,HT_status,job_status,start_time,end_time
JOB4225258M,LO,CONT0444473U,QC1,QC1_0011,D2,"[nan, nan, nan]",D2,HT_03,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,3150,6320
JOB3914781F,DI,CONT1533307D,QC1,QC1_0012,G1,"['F2', 'H1', 'D2']",G1,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,3360,8610
JOB7403959A,LO,CONT8407587E,QC1,QC1_0013,H1,"[nan, nan, nan]",H1,HT_51,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,3430,6520
JOB6187732F,LO,CONT0413980J,QC1,QC1_0014,G2,"[nan, nan, nan]",G2,HT_52,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,3430,6630
JOB4982519U,DI,CONT9370576Y,QC1,QC1_0015,G1,"['D2', 'H1', 'C2']",C2,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,3710,9150
JOB2661757Q,DI,CONT8891706M,QC1,QC1_0016,G1,"['C1', 'D1', 'E1']",C1,HT_06,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,3710,9160
JOB9541398H,LO,CONT4173748G,QC1,QC1_0017,H2,"[nan, nan, nan]",H2,HT_75,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,5460,7870
JOB0890407Y,DI,CONT9569895H,QC1,QC1_0018,G1,"['B1', 'A2', 'F2']",A2,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,5460,10470
JOB1691569R,LO,CONT7385061T,QC1,QC1_0019,E2,"[nan, nan, nan]",E2,HT_46,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,5460,8430
JOB7673638O,DI,CONT1661810M,QC1,QC1_0020,A2,"['E1', 'A1', 'D2']",A2,HT_08,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,5950,11040
JOB1235220U,LO,CONT9255538G,QC1,QC1_0021,H1,"[nan, nan, nan]",H1,HT_74,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,6370,8940
JOB0003524R,DI,CONT5528920Z,QC1,QC1_0022,E2,"['A2', 'G1', 'H1']",A2,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,8610,11990
JOB1954781D,LO,CONT1564778C,QC1,QC1_0023,F2,"[nan, nan, nan]",F2,HT_56,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,8610,11200
JOB6348066B,LO,CONT3047729G,QC1,QC1_0024,A2,"[nan, nan, nan]",A2,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,8610,11810
JOB4382144I,DI,CONT5020403P,QC1,QC1_0025,G2,"['H2', 'C2', 'A2']",A2,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,9170,13950
JOB4808806R,LO,CONT2792960P,QC1,QC1_0026,G1,"[nan, nan, nan]",G1,HT_69,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,9170,12080
JOB8998142M,LO,CONT6363374W,QC1,QC1_0027,A2,"[nan, nan, nan]",A2,HT_06,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,9170,12760
JOB9103972W,LO,CONT7979453O,QC1,QC1_0028,F2,"[nan, nan, nan]",F2,HT_77,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,10500,13100
JOB9957129S,LO,CONT2039399O,QC1,QC1_0029,G1,"[nan, nan, nan]",G1,HT_79,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,10500,13240
JOB7030495B,DI,CONT4357793L,QC1,QC1_0030,G1,"['F2', 'G2', 'B1']",B1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,11060,15800
JOB9015621S,DI,CONT7436490J,QC1,QC1_0031,G1,"['C1', 'F2', 'E1']",C1,HT_08,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,11060,15840
JOB2564559G,LO,CONT5740839F,QC1,QC1_0032,E1,"[nan, nan, nan]",E1,HT_38,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,12040,14820
JOB6321649C,LO,CONT3159585A,QC1,QC1_0033,E2,"[nan, nan, nan]",E2,HT_52,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,12040,15280
JOB0650551L,DI,CONT1291956Y,QC1,QC1_0034,E2,"['C1', 'B2', 'F1']",B2,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,12040,17970
JOB8831876Z,LO,CONT5762191R,QC1,QC1_0035,B2,"[nan, nan, nan]",B2,HT_16,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,14000,16980
JOB6082691D,DI,CONT5421582P,QC1,QC1_0036,G1,"['C2', 'A1', 'F1']",A1,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,14000,19200
JOB8712236I,DI,CONT5606901H,QC1,QC1_0037,E1,"['H1', 'A1', 'G1']",E1,HT_06,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,14000,19340
JOB5290680K,DI,CONT7797767L,QC1,QC1_0038,G1,"['H1', 'B2', 'G2']",B2,HT_07,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,14000,20440
JOB7627540C,LO,CONT9235838Y,QC1,QC1_0039,H2,"[nan, nan, nan]",H2,HT_76,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,14000,17480
JOB9610354B,DI,CONT7721668C,QC1,QC1_0040,G2,"['G1', 'B2', 'E2']",B2,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,15820,21000
JOB3878822D,DI,CONT7895282Q,QC1,QC1_0041,D2,"['F1', 'E2', 'G1']",D2,HT_08,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,15890,20180
JOB3589792F,LO,CONT6974276V,QC1,QC1_0042,A2,"[nan, nan, nan]",A2,HT_50,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,15890,18830
JOB9880739Z,DI,CONT2307319G,QC1,QC1_0043,G1,"['A1', 'D2', 'C1']",A1,HT_51,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,15890,21280
JOB6721730P,LO,CONT4508122J,QC1,QC1_0044,F1,"[nan, nan, nan]",F1,HT_60,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,17990,20600
JOB2843720G,LO,CONT4826554X,QC1,QC1_0045,B1,"[nan, nan, nan]",B1,HT_10,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,17990,21100
JOB3207356R,LO,CONT2635357L,QC1,QC1_0046,A2,"[nan, nan, nan]",A2,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,19250,22360
JOB3082590T,LO,CONT3869537S,QC1,QC1_0047,C1,"[nan, nan, nan]",C1,HT_22,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,19390,23090
JOB4736535I,DI,CONT0725747Z,QC1,QC1_0048,G1,"['E1', 'B2', 'C2']",B2,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,20440,25460
JOB0458697G,LO,CONT7690771A,QC1,QC1_0049,C2,"[nan, nan, nan]",C2,HT_35,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,20440,23390
JOB3063387J,LO,CONT9417976M,QC1,QC1_0050,E1,"[nan, nan, nan]",E1,HT_38,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,21000,24140
JOB5636516M,DI,CONT5176752W,QC1,QC1_0051,F1,"['C2', 'H1', 'B1']",C2,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,21000,26590
JOB6963502N,DI,CONT3861010Z,QC1,QC1_0052,B2,"['C1', 'G1', 'E2']",B2,HT_13,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,21000,26540
JOB7634657Z,LO,CONT5110422Z,QC1,QC1_0053,G2,"[nan, nan, nan]",G2,HT_67,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,21280,24650
JOB7626609H,DI,CONT1179822Z,QC1,QC1_0054,G2,"['G1', 'E1', 'A1']",A1,HT_10,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,21280,27070
JOB6210248C,LO,CONT5667195W,QC1,QC1_0055,C1,"[nan, nan, nan]",C1,HT_21,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,21280,25200
JOB4857331W,LO,CONT7403274K,QC1,QC1_0056,H2,"[nan, nan, nan]",H2,HT_76,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,22400,25280
JOB0771419Q,DI,CONT9751217J,QC1,QC1_0057,C1,"['B2', 'A1', 'D1']",B2,HT_06,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,23100,27800
JOB4591145R,DI,CONT4769765G,QC1,QC1_0058,F2,"['A2', 'H1', 'E2']",F2,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,25480,28660
JOB5986758R,LO,CONT2712492Q,QC1,QC1_0059,D2,"[nan, nan, nan]",D2,HT_36,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,25480,28350
JOB4184782Y,LO,CONT3668526K,QC1,QC1_0060,C1,"[nan, nan, nan]",C1,HT_21,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,25480,28520
JOB5620223R,DI,CONT8946411P,QC1,QC1_0061,D1,"['F2', 'H1', 'E1']",D1,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,26600,30820
JOB0131243O,DI,CONT8411496U,QC1,QC1_0062,G2,"['D2', 'G1', 'E1']",E1,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,26600,30900
JOB4249568Y,DI,CONT7817846Z,QC1,QC1_0063,C2,"['A1', 'G2', 'C1']",A1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,26600,31200
JOB5492388R,DI,CONT7086040R,QC1,QC1_0064,G1,"['B1', 'F1', 'B2']",B1,HT_10,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,27090,31200
JOB7562240K,LO,CONT0397158I,QC1,QC1_0065,H2,"[nan, nan, nan]",H2,HT_76,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,27090,29490
JOB6778995M,DI,CONT0128618M,QC1,QC1_0066,C2,"['H1', 'B2', 'E1']",C2,HT_13,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,27090,31870
JOB5604812K,DI,CONT5739925T,QC1,QC1_0067,G2,"['D1', 'E2', 'F2']",D1,HT_06,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,27860,32180
JOB2373782C,DI,CONT8729720R,QC1,QC1_0068,E2,"['A1', 'B2', 'H1']",A1,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,28700,32430
JOB4709209B,LO,CONT4570938A,QC1,QC1_0069,A2,"[nan, nan, nan]",A2,HT_12,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,28700,31820
JOB7910116S,DI,CONT4288399S,QC1,QC1_0070,F2,"['G1', 'H1', 'C2']",C2,HT_17,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,28700,34310
JOB9423697Y,DI,CONT7897968F,QC1,QC1_0071,A2,"['C1', 'D2', 'B1']",A2,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,30870,34130
JOB8910369M,DI,CONT0743828W,QC1,QC1_0072,D1,"['B1', 'A1', 'F1']",A1,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,30940,34260
JOB9158263V,LO,CONT1406821J,QC1,QC1_0073,B2,"[nan, nan, nan]",B2,HT_09,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,31220,34300
JOB6197343Q,LO,CONT4692578O,QC1,QC1_0074,A2,"[nan, nan, nan]",A2,HT_07,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,31220,34400
JOB6044438O,DI,CONT5997141V,QC1,QC1_0075,F1,"['E1', 'D2', 'G1']",E1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,31220,36700
JOB7479285P,DI,CONT2228777V,QC1,QC1_0076,F2,"['A1', 'E1', 'D2']",A1,HT_12,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,31920,36650
JOB4853292O,DI,CONT1537493T,QC1,QC1_0077,E1,"['C2', 'A2', 'B2']",A2,HT_06,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,32200,36820
JOB2463081G,DI,CONT2675361M,QC1,QC1_0078,G2,"['H1', 'C2', 'B2']",B2,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,32480,36970
JOB3225855G,LO,CONT4535130R,QC1,QC1_0079,F2,"[nan, nan, nan]",F2,HT_51,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,32480,35160
JOB0747664Z,LO,CONT4473439R,QC1,QC1_0080,H1,"[nan, nan, nan]",H1,HT_80,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,34370,36740
JOB0242635L,DI,CONT5871328X,QC1,QC1_0081,C2,"['B2', 'C1', 'G2']",C2,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,34370,39270
JOB4737221G,LO,CONT7931546Y,QC1,QC1_0082,D2,"[nan, nan, nan]",D2,HT_32,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,34370,37320
JOB3796172S,DI,CONT7861300A,QC1,QC1_0083,G2,"['F2', 'H2', 'C1']",C1,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,34370,39630
JOB9521121A,DI,CONT6623302M,QC1,QC1_0084,B2,"['F2', 'A2', 'C2']",B2,HT_07,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,34440,39730
JOB7100296Y,LO,CONT5962843Y,QC1,QC1_0085,F2,"[nan, nan, nan]",F2,HT_46,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,36750,39470
JOB4854410P,DI,CONT3265100B,QC1,QC1_0086,C2,"['G1', 'B1', 'E2']",B1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,36750,41900
JOB1045618J,LO,CONT7216125Z,QC1,QC1_0087,F1,"[nan, nan, nan]",F1,HT_38,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,36820,39870
JOB0254567M,LO,CONT1565925E,QC1,QC1_0088,B1,"[nan, nan, nan]",B1,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,37030,40160
JOB4489366X,LO,CONT4625498K,QC1,QC1_0089,B2,"[nan, nan, nan]",B2,HT_77,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,37030,40240
JOB0762025F,DI,CONT0403264R,QC1,QC1_0090,E2,"['B2', 'F1', 'D2']",B2,HT_78,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,37030,42090
JOB0452277O,DI,CONT3079074R,QC1,QC1_0091,E2,"['E1', 'A1', 'C1']",A1,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,39270,42980
JOB0227581D,LO,CONT5966154D,QC1,QC1_0092,F1,"[nan, nan, nan]",F1,HT_59,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,39270,41870
JOB5698013X,DI,CONT7658106G,QC1,QC1_0093,D2,"['C1', 'E2', 'G2']",C1,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,39690,44810
JOB8944342R,DI,CONT6663455J,QC1,QC1_0094,G1,"['A2', 'C1', 'H1']",A2,HT_07,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,39760,44410
JOB4004320V,LO,CONT9536281U,QC1,QC1_0095,C2,"[nan, nan, nan]",C2,HT_47,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,39760,42470
JOB8599620Y,DI,CONT7854556J,QC1,QC1_0096,G1,"['F1', 'E1', 'C2']",F1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,41930,45090
JOB1542948C,LO,CONT9851278A,QC1,QC1_0097,F1,"[nan, nan, nan]",F1,HT_59,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,41930,44590
JOB4431144V,DI,CONT5064995Z,QC1,QC1_0098,G2,"['A2', 'B2', 'E2']",A2,HT_15,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,41930,46890
JOB9854339M,LO,CONT8020054C,QC1,QC1_0099,B2,"[nan, nan, nan]",B2,HT_20,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,41930,45090
JOB8808405T,DI,CONT2106747N,QC1,QC1_0100,G2,"['C2', 'H2', 'B2']",G2,HT_22,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,42140,47100
JOB7672594W,DI,CONT6464788X,QC1,QC1_0101,G1,"['E2', 'C2', 'B1']",B1,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,42980,47460
JOB4067730N,LO,CONT1335884T,QC1,QC1_0102,D1,"[nan, nan, nan]",D1,HT_29,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,42980,45900
JOB0994184W,DI,CONT5421736P,QC1,QC1_0103,G1,"['G2', 'D1', 'F2']",D1,HT_03,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,44870,48200
JOB2744441G,DI,CONT3862729Z,QC1,QC1_0104,D2,"['A2', 'G2', 'F2']",A2,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,44870,48290
JOB9588274Z,LO,CONT9381894L,QC1,QC1_0105,C1,"[nan, nan, nan]",C1,HT_14,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,44870,48040
JOB5822594E,LO,CONT7474614F,QC1,QC1_0106,H1,"[nan, nan, nan]",H1,HT_60,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,45150,48050
JOB4437398W,DI,CONT7256465U,QC1,QC1_0107,D2,"['F2', 'B2', 'C2']",C2,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,45150,50670
JOB2384349M,LO,CONT5502750Z,QC1,QC1_0108,H1,"[nan, nan, nan]",H1,HT_73,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,46900,49360
JOB3689405S,DI,CONT0561104W,QC1,QC1_0109,F1,"['E2', 'C1', 'A2']",A2,HT_15,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,46900,51700
JOB3180901U,LO,CONT0473187X,QC1,QC1_0110,A2,"[nan, nan, nan]",A2,HT_22,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,47110,50390
JOB9072630K,LO,CONT8739338B,QC1,QC1_0111,E2,"[nan, nan, nan]",E2,HT_52,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,47460,50430
JOB8833778B,LO,CONT8967279D,QC1,QC1_0112,E1,"[nan, nan, nan]",E1,HT_61,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,47460,50700
JOB6262209Y,DI,CONT3735915K,QC1,QC1_0113,D2,"['D1', 'C1', 'B1']",B1,HT_03,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,48230,53160
JOB6846907J,LO,CONT9958527Z,QC1,QC1_0114,C2,"[nan, nan, nan]",C2,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,48300,51430
JOB3424611T,LO,CONT9987803O,QC1,QC1_0115,E1,"[nan, nan, nan]",E1,HT_56,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,48300,51590
JOB8629142I,LO,CONT8314315G,QC1,QC1_0116,H1,"[nan, nan, nan]",H1,HT_72,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,48300,51630
JOB6842509S,DI,CONT3218482D,QC1,QC1_0117,G1,"['B1', 'A2', 'H2']",A2,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,50680,54380
JOB2964398D,DI,CONT3747736H,QC1,QC1_0118,G1,"['D2', 'H1', 'A1']",A1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,50680,54340
JOB2559296I,LO,CONT1904111A,QC1,QC1_0119,A2,"[nan, nan, nan]",A2,HT_05,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,51730,54880
JOB0879978J,DI,CONT1284336E,QC1,QC1_0120,G1,"['A1', 'H1', 'C2']",A1,HT_07,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,51730,57000
JOB7282127Y,LO,CONT3871146L,QC1,QC1_0121,C1,"[nan, nan, nan]",C1,HT_18,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,51730,55120
JOB6869634S,DI,CONT1101623P,QC1,QC1_0122,E1,"['D1', 'F2', 'H2']",D1,HT_09,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,51730,57260
JOB3193427L,DI,CONT3285929E,QC1,QC1_0123,A2,"['F1', 'G1', 'D1']",A2,HT_03,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,53200,57450
JOB5982848X,DI,CONT6326916M,QC1,QC1_0124,G2,"['B2', 'D2', 'C1']",D2,HT_08,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,53200,57500
JOB8840726V,DI,CONT1427066H,QC1,QC1_0125,E2,"['C2', 'D1', 'H1']",C2,HT_19,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,53200,57520
JOB9983705O,LO,CONT2498372C,QC1,QC1_0126,E1,"[nan, nan, nan]",E1,HT_39,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,53200,56770
JOB3723636P,LO,CONT4489791C,QC1,QC1_0127,G1,"[nan, nan, nan]",G1,HT_58,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,54390,57470
JOB0859208W,DI,CONT0882419Q,QC1,QC1_0128,G1,"['H1', 'F1', 'D2']",F1,HT_04,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,54390,59970
JOB3419340R,DI,CONT2426795N,QC1,QC1_0129,G2,"['A1', 'C2', 'D1']",A1,HT_02,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,54880,60060
JOB1467947E,DI,CONT8073023E,QC1,QC1_0130,G1,"['C1', 'A1', 'B1']",A1,HT_01,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57050,60350
JOB8686926G,LO,CONT4340565R,QC1,QC1_0131,F2,"[nan, nan, nan]",F2,HT_55,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57050,59650
JOB4980659L,LO,CONT6161330L,QC1,QC1_0132,C2,"[nan, nan, nan]",C2,HT_28,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57260,60170
JOB0299802U,LO,CONT0257720X,QC1,QC1_0133,E2,"[nan, nan, nan]",E2,HT_39,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57470,60230
JOB5072150Y,DI,CONT3030443L,QC1,QC1_0134,F2,"['C1', 'B2', 'E2']",B2,HT_03,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57540,62580
JOB5582775I,LO,CONT3643406B,QC1,QC1_0135,F1,"[nan, nan, nan]",F1,HT_58,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57540,60630
JOB8112160A,LO,CONT4840380W,QC1,QC1_0136,G1,"[nan, nan, nan]",G1,HT_64,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,Status.COMPLETED,57540,60770
